id,district,housing_type,house_type,house_build_date,floor_number,total_area,living_area,kitchen_area,nearest_subway,subway_type,subway_time,price
229471467,ЦАО,Новостройка,Монолитный,2020,28,83.6,43.2,18.9,Выставочная,on foot,3,42970400
255055893,НАО,Новостройка,Панельный,2023,5,46.3,23.9,10.5,Ольховая,transport,9,7137145
260302164,НАО,Новостройка,Панельный,2023,9,61.4,23.5,19.2,Филатов Луг,transport,13,8448640
244696597,НАО,Новостройка,Панельный,2023,2,55.2,28.5,12.5,Ольховая,transport,13,8721600
256186679,НАО,Новостройка,Панельный,2022,12,45.0,22.7,9.7,Улица Горчакова,transport,7,8970661
251293909,СЗАО,Новостройка,Монолитный,2021,5,36.8,21.7,3.7,Тушинская,on foot,6,9428160
253903009,ЮВАО,Новостройка,Монолитный,2023,6,52.57,25.4,17.2,Калитники,on foot,9,9425801
259356989,ЮВАО,Новостройка,Монолитный,2022,14,56.31,31.2,9.0,Депо,on foot,19,9685320
256887764,СВАО,Новостройка,Панельный,2021,4,56.5,25.2,12.2,Свиблово,transport,6,9718000
253615461,ЮВАО,Новостройка,Панельный,2023,24,35.22,18.2,8.0,Нижегородская,on foot,14,9687359
256492679,НАО,Новостройка,Монолитно-кирпичный,2022,8,47.7,21.4,10.0,Прокшино,transport,8,9713263
260302064,НАО,Новостройка,Панельный,2023,4,48.1,23.6,10.5,Филатов Луг,transport,3,9942270
259921717,САО,Новостройка,Монолитный,2023,24,48.8,23.7,15.7,Ховрино,transport,4,10038160
256185402,НАО,Новостройка,Монолитно-кирпичный,2023,5,44.2,21.3,9.7,Прокшино,on foot,11,10121521
259639603,ЗАО,Новостройка,Монолитный,2022,1,46.5,24.0,10.5,Давыдково,on foot,0,10509000
260301982,САО,Новостройка,Панельный,2023,2,45.0,21.6,14.2,Окружная,on foot,10,10611000
259590392,СЗАО,Новостройка,Панельный,2022,21,46.27,15.2,15.5,Митино,transport,6,10773766
251951367,ЮВАО,Новостройка,Монолитный,2022,2,37.98,22.8,6.0,Стахановская,on foot,1,11151194
260302274,СВАО,Новостройка,Монолитный,2023,24,37.5,22.9,6.6,Бутырская,on foot,12,11328750
260301784,САО,Новостройка,Монолитный,2023,9,57.01,22.7,21.6,Улица 800-летия Москвы,on foot,0,11903688
253742068,ЮЗАО,Новостройка,Монолитный,2021,2,51.3,27.6,11.8,Улица Скобелевская,on foot,12,12122190
257998008,САО,Новостройка,Монолитно-кирпичный,2022,1,49.8,30.0,15.0,Водный стадион,on foot,5,12201000
258240967,ЮЗАО,Новостройка,Монолитный,2023,8,47.3,24.4,10.7,Калужская,on foot,8,13007500
259447552,САО,Новостройка,Монолитный,2023,9,53.9,28.5,11.9,Водный стадион,on foot,7,13992440
254199333,ЗАО,Новостройка,Монолитный,2022,19,37.43,19.3,8.5,Аминьевское шоссе,on foot,0,14092395
260301942,ЗАО,Новостройка,Монолитный,2022,12,55.4,21.3,21.0,Аминьевское шоссе,on foot,0,14132540
257489681,ЮЗАО,Новостройка,Панельный,2023,6,33.96,19.7,6.6,Воронцовская,on foot,0,15003528
258129598,СЗАО,Новостройка,Монолитный,2022,12,52.7,27.0,11.9,Спартак,on foot,18,14761270
257540789,САО,Новостройка,Панельный,2022,19,53.79,24.4,13.0,Селигерская,on foot,13,15061200
250911358,ЮЗАО,Новостройка,Панельный,2023,8,41.4,13.0,19.6,Крымская,on foot,18,15144120
251841125,ЮАО,Новостройка,Монолитный,2022,2,62.94,32.5,14.2,Варшавская,on foot,16,15604336
248004775,СВАО,Новостройка,Монолитный,2020,18,54.6,26.6,14.6,Бабушкинская,on foot,20,16052400
259447568,САО,Новостройка,Монолитный,2023,16,65.2,25.5,23.5,Водный стадион,on foot,5,16352160
253738290,ВАО,Новостройка,Монолитный,2020,2,59.6,25.1,20.1,Измайловская,on foot,20,16354240
258130852,СЗАО,Новостройка,Панельный,2022,8,56.0,25.1,13.6,Народное ополчение,on foot,11,16632000
253305428,ВАО,Новостройка,Монолитно-кирпичный,2022,3,77.08,40.4,15.7,Рижская,on foot,17,17742839
260478215,ЮАО,Новостройка,Монолитно-кирпичный,2024,2,61.1,23.6,18.0,ЗИЛ,on foot,15,18754278
259893078,СВАО,Новостройка,Монолитно-кирпичный,2020,12,80.2,41.4,20.7,Алексеевская,on foot,7,18959050
253740167,ЮВАО,Новостройка,Монолитный,2021,2,58.1,24.0,19.4,Авиамоторная,on foot,7,19155570
258031684,ЮАО,Новостройка,Монолитный,2021,2,69.5,34.8,14.0,Технопарк,on foot,10,19209800
249474738,ЮВАО,Новостройка,Монолитный,2021,1,58.4,26.6,5.1,Дубровка,on foot,3,19272000
258098730,ЮАО,Новостройка,Монолитно-кирпичный,2022,2,60.9,31.4,13.8,Коломенская,transport,4,19869538
259897679,ЮАО,Новостройка,Панельный,2023,5,65.55,34.4,10.4,Нагорная,on foot,7,20244060
259921817,ЗАО,Новостройка,Монолитный,2024,5,63.1,22.4,23.4,Парк Победы,on foot,8,20526430
258020994,ЦАО,Новостройка,Панельный,2022,25,53.4,27.6,12.1,Серпуховская,on foot,9,21586950
259895680,ЗАО,Новостройка,Монолитно-кирпичный,2021,19,68.37,35.3,15.5,Аминьевское шоссе,on foot,0,22179338
253860913,СВАО,Новостройка,Панельный,2023,6,80.5,46.5,16.6,Ботанический сад,on foot,9,22749300
255944503,ЦАО,Новостройка,Панельный,2021,6,59.7,54.7,13.5,Лефортово,on foot,13,23402400
257023298,СВАО,Новостройка,Монолитный,2019,16,78.1,40.3,17.7,Ботанический сад,on foot,10,24117280
258534516,ЮЗАО,Новостройка,Монолитный,2023,13,60.8,27.4,16.0,Калужская,on foot,11,25183360
258590019,ЦАО,Новостройка,Панельный,2021,2,39.4,27.5,8.9,Новослободская,on foot,4,25828473
255969280,ЦАО,Новостройка,Монолитный,2021,6,61.0,31.5,13.8,Чкаловская,on foot,2,26600000
248589027,ЦАО,Новостройка,Монолитный,2021,10,71.9,37.1,16.3,Бауманская,on foot,2,29011362
260169744,СЗАО,Новостройка,Монолитный,2020,15,79.3,36.4,19.8,Октябрьское поле,transport,4,30792832
254965087,ЗАО,Новостройка,Монолитно-кирпичный,2021,3,68.9,35.6,15.6,Ломоносовский проспект,on foot,7,31132453
247916868,САО,Новостройка,Панельный,2017,22,97.0,45.7,17.9,Тимирязевская,on foot,5,37094352
260461053,ЦАО,Новостройка,Монолитный,2021,6,69.9,36.1,15.8,Китай-город,on foot,14,50827505
254587553,ЦАО,Новостройка,Панельный,2017,4,78.9,40.7,17.8,Арбатская,on foot,5,61147500
260460995,ЦАО,Новостройка,Панельный,2022,4,62.86,32.4,14.2,Полянка,on foot,4,61539249
260030340,ЦАО,Новостройка,Панельный,2018,3,118.0,60.9,26.7,Чистые пруды,transport,2,62490000
255823211,ЦАО,Новостройка,Монолитный,2021,4,87.0,44.9,19.7,Китай-город,on foot,14,77040000
252762837,ЦАО,Новостройка,Панельный,2021,2,93.6,48.3,34.8,Полянка,on foot,6,98280000
255823316,ЦАО,Новостройка,Панельный,2022,3,133.0,68.6,30.1,Полянка,on foot,4,101740000
255838545,ЦАО,Новостройка,Монолитно-кирпичный,2019,5,97.0,50.1,21.9,Октябрьская,on foot,6,103500000
240181765,ЦАО,Новостройка,Панельный,2013,9,124.6,45.0,60.0,Смоленская,on foot,8,104273796
253771246,ЦАО,Новостройка,Панельный,2019,4,106.0,54.7,24.0,Пушкинская,on foot,9,248000000
260030351,ЦАО,Новостройка,Монолитно-кирпичный,2021,1,249.0,128.5,56.3,Китай-город,on foot,5,310820000
256510059,ЮВАО,Новостройка,Панельный,2023,16,32.6,19.6,6.1,Нижегородская,on foot,10,8500000
258957341,ЮВАО,Новостройка,Панельный,2023,18,32.7,19.6,6.1,Кузьминки,transport,5,8700000
257109507,ЮВАО,Новостройка,Панельный,2023,3,36.6,22.2,6.3,Нижегородская,on foot,10,9500000
258104372,НАО,Новостройка,Панельный,2023,4,54.5,20.7,16.2,Саларьево,transport,6,10700000
258231080,ЗАО,Новостройка,Панельный,2021,21,39.4,23.4,5.9,Строгино,transport,5,10900000
258590130,НАО,Новостройка,Панельный,2021,9,40.1,25.3,7.6,Саларьево,transport,6,11000000
256504329,НАО,Новостройка,Панельный,2021,2,53.4,20.6,19.8,Улица Горчакова,transport,5,11200000
260467581,НАО,Новостройка,Панельный,2022,13,51.4,26.6,10.6,Филатов Луг,transport,4,11300000
259156732,НАО,Новостройка,Панельный,2021,10,53.8,22.7,16.5,Бульвар Адмирала Ушакова,transport,6,12100000
258880648,НАО,Новостройка,Панельный,2021,13,58.0,29.7,13.9,Улица Скобелевская,transport,6,12700000
258955172,НАО,Новостройка,Панельный,2022,8,66.7,31.5,19.8,Улица Горчакова,transport,5,13000000
260106512,НАО,Новостройка,Панельный,2021,12,57.6,28.9,12.2,Улица Скобелевская,transport,5,13100000
259500975,ЗАО,Новостройка,Панельный,2021,10,52.6,19.9,19.6,Строгино,transport,5,13400000
252260100,САО,Новостройка,Панельный,2021,5,59.7,33.4,20.7,Селигерская,on foot,5,13600000
258590980,ЗАО,Новостройка,Панельный,2021,15,58.2,30.4,12.3,Строгино,transport,5,14200000
259436640,ЮАО,Новостройка,Панельный,2022,3,43.13,34.5,9.8,Нагатинская,transport,5,14100000
259369736,ЮВАО,Новостройка,Панельный,2021,5,54.1,20.6,21.4,Братиславская,transport,4,14300000
258503552,ЗАО,Новостройка,Панельный,2021,15,61.0,23.5,22.3,Строгино,transport,5,14300000
257330152,САО,Новостройка,Панельный,2021,10,56.1,20.9,21.4,Селигерская,on foot,6,14500000
257079097,ЮЗАО,Новостройка,Панельный,2021,24,60.6,26.0,20.0,Улица Скобелевская,on foot,11,14400000
259473852,ЮВАО,Новостройка,Панельный,2022,4,65.4,32.1,19.2,Стахановская,transport,3,14400000
260273279,НАО,Новостройка,Панельный,2021,3,66.5,31.4,19.9,Филатов Луг,transport,5,14600000
256204495,ЮВАО,Новостройка,Панельный,2021,24,59.1,23.6,22.3,Братиславская,transport,4,14600000
259437136,НАО,Новостройка,Панельный,2021,16,68.9,30.0,21.5,Улица Скобелевская,transport,5,14700000
257513946,САО,Новостройка,Панельный,2021,23,59.7,33.4,13.5,Верхние Лихоборы,transport,2,14800000
258676622,ЮВАО,Новостройка,Панельный,2022,16,58.0,23.8,20.9,Перово,transport,5,14800000
257828622,СВАО,Новостройка,Панельный,2023,4,50.6,20.3,17.6,Свиблово,on foot,10,15000000
259371151,ЮВАО,Новостройка,Панельный,2022,16,60.0,30.4,13.5,Братиславская,transport,4,15200000
259371841,ЮВАО,Новостройка,Панельный,2021,10,59.1,23.6,22.3,Братиславская,transport,4,15200000
257830162,ЗАО,Новостройка,Панельный,2023,30,50.8,24.3,19.2,Пионерская,transport,6,15700000
256927375,ЗАО,Новостройка,Панельный,2023,30,57.6,29.7,19.0,Раменки,transport,4,16000000
259256170,НАО,Новостройка,Панельный,2021,8,68.1,31.8,18.5,Улица Скобелевская,transport,4,16700000
259022102,ЮВАО,Новостройка,Панельный,2021,18,59.0,22.9,21.7,Перово,transport,5,16900000
259324996,ЗАО,Новостройка,Панельный,2021,4,52.3,26.9,11.7,Кунцевская,transport,4,18200000
260226332,ЮВАО,Новостройка,Панельный,2021,30,63.1,26.3,22.4,Перово,transport,5,18700000
258876861,СВАО,Новостройка,Панельный,2021,1,59.95,23.3,22.8,Маяковская,transport,5,18700000
259641300,СВАО,Новостройка,Панельный,2021,3,58.19,23.4,19.2,Менделеевская,transport,4,19600000
259263439,СВАО,Новостройка,Панельный,2021,4,62.28,37.4,21.4,Менделеевская,transport,4,21100000
257815384,СВАО,Новостройка,Панельный,2021,7,71.8,32.7,22.8,Савеловская,on foot,13,21500000
258705223,ЗАО,Новостройка,Панельный,2021,12,56.2,22.8,20.9,Багратионовская,transport,5,21900000
249005831,СЗАО,Новостройка,Панельный,2022,10,71.7,37.0,16.2,Октябрьское поле,transport,5,27000000
260516617,НАО,Новостройка,Панельный,2022,8,50.0,20.7,17.2,Прокшино,transport,17,9850000
256186401,НАО,Новостройка,Панельный,2022,13,37.5,22.9,5.5,Улица Горчакова,transport,7,8706084
256487401,НАО,Новостройка,Панельный,2022,7,49.7,23.5,16.3,Бунинская аллея,transport,5,9383360
259866964,НАО,Новостройка,Панельный,2022,8,47.75,25.6,10.4,Рассказовка,on foot,5,9468395
256190185,НАО,Новостройка,Монолитно-кирпичный,2022,7,47.7,21.4,10.0,Прокшино,transport,8,9591934
253736839,СВАО,Новостройка,Панельный,2022,24,42.0,26.5,5.2,Владыкино,on foot,10,9970800
254113298,ЮВАО,Новостройка,Монолитный,2022,2,49.1,31.1,7.9,Окская,on foot,7,11170250
258620555,САО,Новостройка,Монолитный,2023,26,55.9,24.2,20.3,Ховрино,transport,4,11319750
254175657,СЗАО,Новостройка,Монолитный,2023,2,57.3,27.0,12.7,Стрешнево,on foot,4,11408430
251838141,НАО,Новостройка,Панельный,2021,12,54.7,26.1,12.4,Рассказовка,transport,1,11578310
259695065,ЗАО,Новостройка,Панельный,2022,18,54.1,20.3,20.7,Строгино,transport,5,11750520
256190285,НАО,Новостройка,Монолитно-кирпичный,2022,8,61.5,31.7,13.9,Прокшино,transport,8,11769575
257532026,НАО,Новостройка,Панельный,2022,22,60.0,23.4,20.9,Филатов Луг,on foot,15,11826000
258892958,ЗАО,Новостройка,Монолитный,2023,2,48.7,25.9,10.5,Озерная,on foot,5,12019160
253384531,НАО,Новостройка,Панельный,2022,24,67.13,28.9,20.7,Рассказовка,on foot,5,12171944
253736995,СВАО,Новостройка,Панельный,2022,13,52.7,20.6,19.1,Владыкино,on foot,12,12437200
259895341,САО,Новостройка,Монолитный,2023,7,31.6,16.3,7.1,Беломорская,on foot,6,12640000
258532854,ЮАО,Новостройка,Панельный,2023,2,41.55,25.2,6.0,Нагорная,on foot,2,13422870
260302259,СВАО,Новостройка,Монолитный,2022,9,55.36,23.1,20.0,Савеловская,on foot,12,13701600
256888573,ЗАО,Новостройка,Монолитный,2021,20,54.8,28.3,12.4,Новопеределкино,on foot,9,13702411
255763094,НАО,Новостройка,Панельный,2021,15,66.5,28.0,11.3,Филатов Луг,on foot,7,13725600
260278918,ЮАО,Новостройка,Монолитный,2022,4,49.8,25.7,11.3,Технопарк,on foot,10,15039600
253741063,ЗАО,Новостройка,Монолитный,2023,2,50.7,21.3,21.1,Молодежная,on foot,9,15326610
247591436,ЮВАО,Новостройка,Монолитный,2021,2,51.6,24.1,13.8,Окская,on foot,9,15579743
253740515,ЗАО,Новостройка,Монолитный,2022,2,57.4,23.0,18.9,Аминьевское шоссе,on foot,0,15871100
253739785,СВАО,Новостройка,Монолитный,2021,2,58.21,22.5,21.6,Ботанический сад,on foot,18,16065960
260244311,ЗАО,Новостройка,Панельный,2023,32,56.4,21.4,21.0,Молодежная,on foot,9,16638000
260132631,САО,Новостройка,Панельный,2022,3,56.0,25.0,18.0,Зорге,on foot,10,17000000
256081885,ЗАО,Новостройка,Монолитный,2021,23,69.7,36.0,15.8,Новопеределкино,on foot,9,17274587
230695157,СЗАО,Новостройка,Панельный,2011,4,59.58,32.4,5.1,Октябрьское поле,transport,1,17766354
245908179,ЦАО,Новостройка,Монолитно-кирпичный,2024,22,45.89,16.4,20.2,Шелепиха,on foot,6,17984291
259984605,ЮАО,Новостройка,Монолитный,2023,12,38.48,22.6,7.3,Автозаводская,transport,6,18252840
259897057,ЮАО,Новостройка,Монолитный,2021,4,45.33,23.2,6.0,Дубровка,transport,3,18348102
260278827,ЮАО,Новостройка,Монолитный,2022,18,61.5,31.7,13.9,Технопарк,on foot,10,19784550
253860932,СВАО,Новостройка,Панельный,2023,4,72.6,40.1,15.1,Ботанический сад,on foot,9,20807160
260278899,ЮАО,Новостройка,Монолитный,2022,8,55.9,28.9,12.6,Технопарк,on foot,10,21661250
243145326,ЦАО,Новостройка,Монолитно-кирпичный,2024,15,81.24,27.6,28.3,Шелепиха,on foot,6,23047788
254646301,САО,Новостройка,Монолитный,2019,3,68.4,25.0,18.0,Динамо,on foot,6,23461200
251870914,ЗАО,Новостройка,Монолитно-кирпичный,2023,2,54.8,28.3,12.4,Спортивная,transport,5,23755800
256181766,СВАО,Новостройка,Монолитный,2019,16,80.3,41.4,18.2,Ботанический сад,on foot,8,24025760
260434052,ЗАО,Новостройка,Панельный,2022,7,62.2,29.9,13.1,Раменки,on foot,10,25125379
260434067,ЗАО,Новостройка,Панельный,2022,3,62.7,30.1,13.3,Раменки,on foot,10,24873403
248141853,САО,Новостройка,Монолитный,2019,2,69.6,26.2,18.0,Динамо,on foot,6,24360000
260434011,ЗАО,Новостройка,Панельный,2022,11,66.7,29.9,19.3,Раменки,on foot,10,28209564
259984567,ЮАО,Новостройка,Монолитный,2023,10,77.27,32.5,15.2,Автозаводская,on foot,12,27718956
259896840,ЮАО,Новостройка,Монолитный,2021,16,66.86,35.5,11.7,Автозаводская,on foot,18,28923770
258028691,ЦАО,Новостройка,Монолитный,2022,3,52.97,32.5,10.0,Красные ворота,on foot,7,28868650
259897052,ЮАО,Новостройка,Монолитный,2021,10,69.73,31.0,13.0,Дубровка,transport,3,29453913
246060233,ЮАО,Новостройка,Монолитно-кирпичный,2021,10,86.2,44.5,19.5,Тульская,transport,5,31635400
251870865,ЗАО,Новостройка,Монолитно-кирпичный,2023,39,56.7,29.3,12.8,Спортивная,transport,5,33679800
240711378,ЦАО,Новостройка,Монолитный,2022,10,84.46,41.6,17.0,Красные ворота,on foot,7,38429300
260131271,ЗАО,Новостройка,Панельный,2021,8,74.0,34.0,17.8,Минская,transport,3,38500000
259906417,ЗАО,Новостройка,Панельный,2021,16,71.5,36.9,16.2,Давыдково,on foot,0,39131950
259906395,ЗАО,Новостройка,Панельный,2021,18,75.6,39.0,17.1,Минская,transport,4,39561480
239734174,ЦАО,Новостройка,Монолитный,2019,48,73.2,43.0,10.0,Выставочная,on foot,4,40918800
229471680,ЦАО,Новостройка,Монолитный,2019,42,76.7,43.0,10.0,Выставочная,on foot,4,42415100
256150436,ЦАО,Новостройка,Панельный,2022,2,63.0,32.5,14.2,Белорусская,on foot,14,47578390
229471564,ЦАО,Новостройка,Монолитный,2020,51,85.5,44.1,19.3,Выставочная,on foot,3,51642000
245252376,ЮЗАО,Новостройка,Монолитно-кирпичный,2020,20,90.5,44.3,15.3,Улица Новаторов,on foot,0,50612210
241604382,ЮЗАО,Новостройка,Монолитно-кирпичный,2020,20,93.6,43.8,21.3,Улица Новаторов,on foot,0,52345889
247592600,ЗАО,Новостройка,Монолитный,2023,6,67.31,38.5,7.0,Парк Победы,on foot,5,56040142
259377488,ЦАО,Новостройка,Монолитный,2021,6,76.61,27.5,33.3,Улица 1905 года,on foot,12,58474023
248429800,ЗАО,Новостройка,Панельный,2020,2,93.1,48.1,21.1,Выставочная,on foot,14,76342000
248799399,ЦАО,Новостройка,Монолитный,2022,2,98.35,34.0,32.9,Улица 1905 года,on foot,6,78975050
256991037,ЦАО,Новостройка,Монолитный,2022,3,120.85,40.9,41.9,Улица 1905 года,on foot,6,82238425
248840435,ЦАО,Новостройка,Монолитный,2022,2,119.88,33.4,37.0,Улица 1905 года,on foot,7,89910000
248907270,ЦАО,Новостройка,Панельный,2022,5,86.69,44.7,36.7,Охотный ряд,on foot,7,102002974
247590916,ЦАО,Новостройка,Панельный,2021,2,129.21,66.7,29.2,Парк Культуры,on foot,10,102566898
247590944,ЦАО,Новостройка,Монолитный,2021,3,126.56,65.3,6.5,Парк Культуры,on foot,10,102387040
260485085,ЦАО,Новостройка,Панельный,2015,44,187.5,96.8,42.4,Выставочная,on foot,1,103167422
258025539,ЦАО,Новостройка,Панельный,2019,3,107.4,55.4,24.3,Кропоткинская,on foot,4,139645776
258956164,ЮВАО,Новостройка,Монолитный,2023,8,52.5,31.6,11.9,Некрасовка,on foot,16,9553987
246082911,НАО,Новостройка,Панельный,2021,19,50.0,17.6,20.2,Рассказовка,on foot,1,9900000
251837283,ЮВАО,Новостройка,Монолитный,2023,16,68.1,27.9,15.4,Некрасовка,on foot,16,10472974
259108422,ВАО,Новостройка,Монолитный,2022,2,52.3,27.5,11.4,Преображенская площадь,on foot,16,14591700
259943854,ЗАО,Новостройка,Монолитный,2022,23,48.61,34.4,3.8,Рабочий поселок,transport,3,17267027
248489766,ЮАО,Новостройка,Монолитный,2021,4,45.5,28.1,5.8,Шаболовская,on foot,15,18181180
260217512,САО,Новостройка,Монолитный,2023,5,57.47,24.5,18.2,Зорге,on foot,13,19376000
257998031,СЗАО,Новостройка,Панельный,2022,10,57.8,24.3,10.1,Народное ополчение,on foot,11,19594200
249383870,СЗАО,Новостройка,Монолитно-кирпичный,2020,2,70.6,23.1,26.4,Октябрьское поле,on foot,14,19768000
257998019,СЗАО,Новостройка,Панельный,2022,6,63.2,26.0,13.6,Народное ополчение,on foot,11,19718400
259905610,САО,Новостройка,Монолитно-кирпичный,2021,22,47.4,24.5,10.7,Аэропорт,on foot,9,20714635
258130853,СЗАО,Новостройка,Монолитный,2021,52,52.4,26.1,15.3,Народное ополчение,on foot,9,20855200
254835345,СЗАО,Новостройка,Монолитный,2023,26,35.4,23.3,3.3,Шелепиха,on foot,7,21569361
260270863,СВАО,Новостройка,Панельный,2023,14,60.2,24.3,20.9,Телецентр,on foot,4,21850000
258470467,САО,Новостройка,Монолитно-кирпичный,2022,6,56.0,28.5,11.8,Зорге,on foot,15,22514800
247591904,ЗАО,Новостройка,Монолитный,2020,2,57.3,24.2,15.0,Фили,on foot,20,22668052
260301549,СЗАО,Новостройка,Монолитный,2021,49,57.9,29.9,10.5,Народное ополчение,on foot,9,23449500
257680902,САО,Новостройка,Панельный,2022,19,62.7,33.8,10.8,Зорге,on foot,16,23750760
260044747,СЗАО,Новостройка,Монолитный,2023,22,46.3,25.0,7.9,Хорошево,on foot,20,23853760
257996603,СЗАО,Новостройка,Монолитный,2020,13,71.7,33.9,19.5,Октябрьское поле,transport,4,26225751
252547961,СВАО,Новостройка,Панельный,2015,41,109.7,99.7,24.8,Ростокино,on foot,14,26707830
260169740,СЗАО,Новостройка,Монолитный,2020,14,70.1,38.2,12.8,Октябрьское поле,transport,4,27381119
258644506,СЗАО,Новостройка,Панельный,2024,3,67.0,26.3,23.4,Мневники,on foot,0,27302500
256183537,САО,Новостройка,Монолитный,2021,6,47.6,24.6,10.8,Аэропорт,on foot,12,28106356
254362773,СВАО,Новостройка,Панельный,2015,30,126.4,114.9,28.6,Ростокино,on foot,13,29143676
258590029,ЦАО,Новостройка,Панельный,2021,4,39.4,27.2,8.9,Новослободская,on foot,5,31657466
258590011,ЦАО,Новостройка,Панельный,2021,4,39.6,27.5,9.0,Новослободская,on foot,4,31818164
259841881,СЗАО,Новостройка,Монолитный,2023,32,65.0,39.4,12.7,Хорошево,on foot,20,32370000
256183545,САО,Новостройка,Монолитный,2021,10,66.4,34.3,15.0,Аэропорт,on foot,12,35137985
240181779,ЦАО,Новостройка,Панельный,2013,6,82.8,30.0,40.0,Смоленская,on foot,8,59598457
250132890,ЦАО,Новостройка,Панельный,2017,5,77.4,40.0,17.5,Арбатская,on foot,5,61920000
259188736,ЦАО,Новостройка,Монолитно-кирпичный,2021,2,80.2,41.4,18.1,Охотный ряд,on foot,6,75789000
248907246,ЦАО,Новостройка,Панельный,2022,3,83.3,43.0,39.0,Охотный ряд,on foot,7,94296947
250442995,ЦАО,Новостройка,Панельный,2017,5,114.7,41.0,32.1,Арбатская,on foot,6,97495000
240181748,ЦАО,Новостройка,Панельный,2013,6,126.6,50.0,55.0,Смоленская,on foot,8,101431921
254955082,ЦАО,Новостройка,Монолитный,2019,4,156.3,80.7,35.4,Арбатская,on foot,9,110563635
240181738,ЦАО,Новостройка,Панельный,2013,9,133.3,65.0,60.0,Смоленская,on foot,8,133515835
259311513,ЮВАО,Новостройка,Панельный,2023,15,32.0,19.2,3.8,Братиславская,transport,5,7852800
259897755,НАО,Новостройка,Панельный,2022,6,39.1,20.2,8.8,Румянцево,on foot,16,9577664
254807883,НАО,Новостройка,Панельный,2022,1,65.1,32.1,14.7,Прокшино,transport,6,10299631
254843727,САО,Новостройка,Монолитный,2023,2,54.59,22.3,19.6,Улица 800-летия Москвы,on foot,0,12151734
259897733,НАО,Новостройка,Панельный,2022,5,50.2,25.9,11.4,Румянцево,on foot,16,12534809
256165906,ВАО,Новостройка,Панельный,2022,4,51.9,20.0,18.8,Черкизовская,on foot,13,12741450
258124858,НАО,Новостройка,Монолитный,2021,4,58.5,32.5,9.7,Румянцево,transport,6,13610025
255065486,ЮАО,Новостройка,Панельный,2023,9,41.05,15.5,15.7,Нагорная,on foot,2,14000000
258947121,ЗАО,Новостройка,Монолитный,2023,12,38.1,22.8,5.5,Фили,on foot,5,14260830
259055894,ЮЗАО,Новостройка,Панельный,2023,6,62.5,33.2,14.4,Беляево,transport,6,17500000
260231461,СВАО,Новостройка,Монолитно-кирпичный,2021,10,65.4,29.6,21.9,Свиблово,transport,8,17864010
253140853,ЮВАО,Новостройка,Монолитный,2021,8,61.8,31.9,14.0,Площадь Ильича,on foot,8,18540000
256415069,ЮАО,Новостройка,Панельный,2023,4,47.0,25.5,7.0,Нагорная,on foot,1,18500000
260466374,ЗАО,Новостройка,Панельный,2022,4,70.0,48.0,12.0,Фили,on foot,15,19190000
250889874,СЗАО,Новостройка,Монолитно-кирпичный,2020,2,71.2,36.8,16.1,Октябрьское поле,on foot,13,19651200
259956063,ЗАО,Новостройка,Монолитный,2022,24,56.42,28.0,15.5,Давыдково,on foot,0,20617338
254100794,СЗАО,Новостройка,Монолитный,2023,15,40.7,24.0,5.0,Шелепиха,on foot,7,21285387
249383669,СЗАО,Новостройка,Монолитно-кирпичный,2019,2,85.3,32.9,22.7,Хорошево,transport,3,21751500
256315688,САО,Новостройка,Монолитный,2022,9,64.88,33.5,14.7,Полежаевская,on foot,13,22718400
257998198,СЗАО,Новостройка,Монолитный,2021,47,52.5,26.8,13.2,Народное ополчение,on foot,8,22575000
260544376,СЗАО,Новостройка,Панельный,2022,7,63.7,32.9,25.3,Хорошево,on foot,0,22990000
250578633,СЗАО,Новостройка,Панельный,2022,7,69.0,35.6,15.6,Шелепиха,on foot,18,22750000
250578634,СЗАО,Новостройка,Панельный,2022,11,71.0,36.6,16.1,Шелепиха,on foot,18,23750000
246039152,ЦАО,Новостройка,Монолитно-кирпичный,2021,3,61.9,32.0,14.0,Электрозаводская,on foot,11,23843880
247591989,ЗАО,Новостройка,Монолитный,2020,13,57.9,21.3,18.0,Фили,on foot,20,24329580
236880716,САО,Новостройка,Монолитно-кирпичный,2022,3,61.2,31.3,14.0,Зорге,on foot,15,24948180
236880716,САО,Новостройка,Монолитно-кирпичный,2022,3,61.2,31.3,14.0,Зорге,on foot,15,24948180
250730982,ЗАО,Новостройка,Монолитный,2020,5,54.6,28.2,12.3,Фили,on foot,20,27354595
258642684,СЗАО,Новостройка,Панельный,2024,2,72.4,28.5,23.1,Мневники,on foot,0,27693000
253146153,ЦАО,Новостройка,Монолитный,2021,11,98.0,50.6,22.2,Бауманская,on foot,2,35796362
253146150,ЦАО,Новостройка,Монолитный,2021,11,99.3,51.3,22.5,Бауманская,on foot,2,37036318
260030346,ЦАО,Новостройка,Панельный,2018,4,117.0,60.4,26.5,Чистые пруды,transport,2,72290000
260030348,ЦАО,Новостройка,Панельный,2018,4,125.0,64.5,28.3,Чистые пруды,transport,2,77750000
256620593,ЦАО,Новостройка,Панельный,2013,8,75.6,39.0,17.1,Смоленская,on foot,8,90440000
254955068,ЦАО,Новостройка,Монолитный,2019,6,113.7,58.7,25.7,Арбатская,on foot,9,92394714
254955044,ЦАО,Новостройка,Монолитный,2019,8,113.0,58.3,25.6,Арбатская,on foot,9,109329818
