id,Город,Округ,Район,Улица,Дом,Общая,Жилая,Кухня,Этаж,Построен,Срок сдачи,Тип жилья,Высота потолков,Санузел,Ванная комната,Балкон/лоджия,Ремонт,Вид из окон,Площадь комнат,Отделка,Год постройки,Тип дома,Тип перекрытий,Подъезды,Лифты,Отопление,Аварийность,Парковка,Мусоропровод,Газоснабжение,Сдача комплекса,Застройщик,Класс,Кол-во корпусов,Ближайшее метро,Время до ближайшего метро,Цена
254843991,Москва,НАО (Новомосковский),Коммунарка поселок,Бунинские Луга жилой комплекс,3.3/1,"69,3 м²","35,5 м²","19,6 м²",6 из 9,,3 кв. 2022,Новостройка,"2,65 м",2 совмещенных,,,,На улицу и двор,,Чистовая,,"Панельный, монолитный",,,,,,"Отдельная многоуровневая, гостевая",,,"Сдача в 2021—2024, есть сданные",ПИК,Комфорт,46 корпусов,Бунинская аллея, ⋅  5 мин. на транспорте,12 536 370 ₽
253904340,Москва,ВАО,р-н Гольяново,Амурский парк жилой комплекс,к3/4,"61,5 м²","37,7 м²","9,4 м²",23 из 33,,4 кв. 2022,Новостройка,"2,7 м",2 совмещенных,,,,,,Чистовая,,Панельный,,,,,,"Подземная, гостевая",,,Сдача в 4 кв. 2022,ПИК,Комфорт,4 корпуса,Черкизовская, ⋅  13 мин. пешком,13 530 000 ₽
253736720,Москва,ЮЗАО,р-н Южное Бутово,ул. Поляны,5Ак2,"79,9 м²","45,2 м²","13,9 м²",7 из 17,,3 кв. 2021,Новостройка,"2,7 м",2 совмещенных,,1 балкон,,На улицу,,Чистовая,,Монолитный,,,,,,"Подземная, гостевая",,,"Сдача в 3 кв. 2021, есть сданные",ПИК,Комфорт,5 корпусов,Улица Скобелевская, ⋅  10 мин. пешком,15 444 670 ₽
258692179,Москва,СВАО,р-н Бутырский,Руставели 14 жилой комплекс,к1/1,"57,1 м²",36 м²,"5,1 м²",28 из 32,,2 кв. 2023,Новостройка,"2,65 м",1 совмещенный,,,,,,Предчистовая,,Монолитный,,,,,,"Подземная, гостевая",,,Сдача в 1—4 кв. 2023,ПИК,Бизнес,3 корпуса,Бутырская, ⋅  12 мин. пешком,15 805 280 ₽
257998013,Москва,СЗАО,р-н Хорошево-Мневники,ул. Народного Ополчения,,"74,7 м²","42,5 м²","10,6 м²",4 из 21,,1 кв. 2022,Новостройка Апартаменты,3 м,1 совмещенный,,2 балкона,,Во двор,,,,,,,,,,,,,,,,,Народное ополчение, ⋅  11 мин. пешком,22 185 900 ₽
259746286,Москва,СВАО,р-н Марьина роща,ул. Сущевский Вал,49,60 м²,,,3 из 14,,,Новостройка,,,,,,,,,,,,,,,,,,,,,,,Марьина роща, ⋅  5 мин. пешком,23 000 000 ₽
244750006,Москва,СЗАО,р-н Хорошево-Мневники,Причальный проезд,8,"58,3 м²","39,4 м²","4,9 м²",6 из 33,,4 кв. 2023,Новостройка,"2,95 м",2 совмещенных,,,,На улицу,,"Предчистовая, черновая, чистовая",,Монолитный,,,,,,Подземная,,,Сдача в 2023—2024,Level Group,Бизнес,4 корпуса,Шелепиха, ⋅  7 мин. пешком,23 446 841 ₽
255921533,Москва,ЗАО,р-н Раменки,ул. Лобачевского,120,81 м²,40 м²,14 м²,8 из 39,,,Новостройка,,2 совмещенных,,,,На улицу,,,,,,,,,,,,,,,,,Мичуринский проспект, ⋅  5 мин. на транспорте,23 990 000 ₽
247917053,Москва,СЗАО,р-н Хорошево-Мневники,ул. Шеногина,2,"66,3 м²","43,1 м²","7,4 м²",2 из 23,,1 кв. 2023,Новостройка,"3,1 м",,,,,,,"Без отделки, предчистовая, чистовая",,Монолитный,,,,,,Подземная,,,Сдача в 1 кв. 2023,ГК ФСК,Бизнес,3 корпуса,Хорошево, ⋅  20 мин. пешком,25 344 932 ₽
251944082,Москва,СЗАО,р-н Хорошево-Мневники,3-я Хорошевская ул.,21к5,"116,1 м²",42 м²,"33,3 м²",7 из 20,,4 кв. 2018,Новостройка,,2 раздельных,,,,,,-,,"Монолитно-кирпичный, монолитный",,,,,,Гостевая,,,Сдан,МонАрх,Бизнес,17 корпусов,Панфиловская, ⋅  5 мин. на транспорте,27 631 800 ₽
259250112,Москва,САО,р-н Левобережный,Ленинградское ш.,69,102 м²,,38 м²,2 из 11,,,Новостройка,,1 раздельный,,1 балкон,,,,,,,,,,,,,,,,,,,Речной вокзал, ⋅  17 мин. пешком,32 500 000 ₽
260271350,Москва,ЗАО,р-н Раменки,Винницкая ул.,8к1,103 м²,,20 м²,13 из 17,,,Новостройка,,1 раздельный,,,,,,,,,,,,,,,,,,,,,Раменки, ⋅  5 мин. пешком,36 000 000 ₽
258644538,Москва,СЗАО,р-н Хорошево-Мневники,проезд Проектируемый № 1078,,"99,4 м²","42,9 м²",35 м²,10 из 22,,2 кв. 2024,Новостройка,3 м,2 совмещенных,,,,На улицу и двор,,,,,,,,,,,,,,,,,Мневники, откроется в 2021,38 269 000 ₽
260169759,Москва,СЗАО,р-н Хорошево-Мневники,ул. Паршина,10,106 м²,"56,7 м²","19,9 м²",18 из 20,,4 кв. 2020,Новостройка,"3,3 м",,,,,,,Чистовая с мебелью,,Монолитный,,,,,,Подземная,,,Сдан,ГК Инград,Бизнес,6 корпусов,Октябрьское поле, ⋅  4 мин. на транспорте,48 138 132 ₽
229475385,Москва,ЮЗАО,р-н Обручевский,ул. Эльдара Рязанова,2,"120,5 м²","69,5 м²",17 м²,17 из 17,,3 кв. 2019,Новостройка,,2 раздельных,,1 балкон,,,,-,,"Монолитно-кирпичный, монолитный",,,,,,"Подземная, гостевая",,,Сдан,Ремстройтрест,Бизнес,6 корпусов,Улица Новаторов, откроется в 2022,65 805 675 ₽
260148869,Москва,ЦАО,р-н Пресненский,2-я Звенигородская ул.,,159 м²,"60,5 м²","46,7 м²",7 из 21,,2 кв. 2022,Новостройка,,3 раздельных,,1 балкон,,На улицу,,,,,,,,,,,,,,,,,Улица 1905 года, ⋅  6 мин. пешком,138 000 000 ₽
251837521,Москва,ЮВАО,р-н Некрасовка,Люберецкие Поля микрорайон,12-й квартал,"71,3 м²","47,2 м²",,2 из 23,,3 кв. 2023,Новостройка,"2,7 м",,,,,,,Чистовая,,Монолитный,,,,,,Гостевая,,,"Сдача в 2022—2023, есть сданные",Группа Самолет,Комфорт,9 корпусов,Некрасовка, ⋅  13 мин. пешком,10 984 811 ₽
256070029,Москва,СЗАО,р-н Покровское-Стрешнево,Движение Тушино жилой комплекс,,69 м²,41 м²,13 м²,8 из 22,,,Новостройка Апартаменты,,2 совмещенных,,,,На улицу и двор,,,,,,,,,,,,,,,,,Тушинская, ⋅  5 мин. пешком,15 000 000 ₽
253305640,Москва,НАО (Новомосковский),Московский,Первый Московский микрорайон,10-я фаза территория,"95,2 м²","49,2 м²",,14 из 25,,1 кв. 2022,Новостройка,3 м,,,,,,,Чистовая,,"Панельный, монолитный",,,,,,Гостевая,,,"Сдача в 1—2 кв. 2022, есть сданные",Абсолют Недвижимость,Комфорт,62 корпуса,Прокшино, ⋅  6 мин. на транспорте,15 150 856 ₽
259909917,Москва,ЮАО,р-н Бирюлево Восточное,6-я Радиальная ул.,вл7к31,"109,9 м²","52,8 м²","18,7 м²",11 из 18,,,Новостройка,"2,8 м",2 совмещенных,,2 лоджии,,На улицу и двор,,,,,,,,,,,,,,,,,Царицыно, ⋅  7 мин. на транспорте,15 450 000 ₽
256364537,Москва,ЮВАО,р-н Южнопортовый,Волгоградский просп.,32/3к7,69 м²,,,22 из 30,,,Новостройка,,2 раздельных,,,,,,,,,,,,,,,,,,,,,Волгоградский проспект,,17 000 000 ₽
259150109,Москва,ЮВАО,р-н Нижегородский,Нижегородская ул.,74,72 м²,"40,5 м²","12,1 м²",3 из 9,,,Новостройка,"2,7 м",2 совмещенных,,1 лоджия,,На улицу,,,,,,,,,,,,,,,,,Калитники, ⋅  9 мин. пешком,17 500 000 ₽
258089819,Москва,САО,р-н Тимирязевский,Дмитровское ш.,1В,57 м²,41 м²,14 м²,33 из 58,,2 кв. 2021,Новостройка,,2 совмещенных,,,,На улицу,,,,,,,,,,,,,,,,,Дмитровская, ⋅  1 мин. пешком,18 200 000 ₽
251632408,Москва,ЗАО,р-н Ново-Переделкино,Чоботовская ул.,2к1,"79,4 м²",,,23 из 23,,3 кв. 2021,Новостройка,"2,82 м",,,,,,,Предчистовая,,Монолитный,,,,,,"Подземная, гостевая",,,Сдача в 3 кв. 2021,Центр-Инвест,Комфорт,3 корпуса,Новопеределкино, ⋅  4 мин. пешком,18 503 376 ₽
258116673,Москва,ЮАО,р-н Даниловский,ул. Мустая Карима,,"66,2 м²",,,18 из 20,,4 кв. 2022,Новостройка,,1 раздельный,,1 лоджия,,,,,,,,,,,,,,,,,,,Технопарк, ⋅  6 мин. пешком,19 090 000 ₽
256566956,Москва,ЗАО,р-н Раменки,ул. Лобачевского,120А,"73,2 м²","41,9 м²","10,5 м²",24 из 35,,,Новостройка,"3,2 м",2 раздельных,,1 лоджия,,Во двор,,,,,,,,,,,,,,,,,Мичуринский проспект, ⋅  3 мин. на транспорте,20 700 000 ₽
258090183,Москва,ЗАО,р-н Филевский парк,Багратионовский проезд,5к1,61 м²,44 м²,10 м²,3 из 6,,2 кв. 2021,Новостройка,,"1 совмещенный, 1 раздельный",,,,На улицу,,,,,,,,,,,,,,,,,Фили, ⋅  3 мин. пешком,20 600 000 ₽
255609096,Москва,САО,р-н Войковский,ул. Адмирала Макарова,6С6,"67,2 м²","45,7 м²","8,1 м²",15 из 16,,,Новостройка,"3,1 м",1 раздельный,,1 балкон,,Во двор,,,,,,,,,,,,,,,,,Водный стадион, ⋅  5 мин. пешком,21 500 000 ₽
257849254,Москва,ЮВАО,р-н Южнопортовый,Волгоградский просп.,32/3к7,"86,9 м²","50,1 м²",14 м²,10 из 30,,,Новостройка,3 м,,,,,,,,,,,,,,,,,,,,,,Волгоградский проспект, ⋅  5 мин. пешком,21 700 000 ₽
251599570,Москва,ЗАО,р-н Раменки,ул. Лобачевского,120,"84,71 м²",52 м²,19 м²,10 из 39,,1 кв. 2021,Новостройка,,2 совмещенных,,,,На улицу,,,,,,,,,,,,,,,,,Проспект Вернадского, ⋅  31 мин. пешком,24 600 000 ₽
260201644,Москва,ЗАО,р-н Раменки,ул. Лобачевского,120,"84,71 м²",52 м²,19 м²,10 из 39,,1 кв. 2021,Новостройка,,2 совмещенных,,,,На улицу,,,,,,,,,,,,,,,,,Проспект Вернадского, ⋅  31 мин. пешком,24 600 000 ₽
257239543,Москва,ЮАО,р-н Даниловский,Дубининская ул.,,66 м²,,,15 из 47,,2 кв. 2023,Новостройка,,2 совмещенных,,,,,,,,,,,,,,,,,,,,,Октябрьская, ⋅  3 мин. на транспорте,26 000 000 ₽
260024699,Москва,ЦАО,р-н Басманный,Большая Почтовая ул.,32к2,"84,98 м²","45,1 м²","26,5 м²",7 из 11,,3 кв. 2020,Новостройка,,1 совмещенный,,1 балкон,,Во двор,,,,,,,,,,,,,,,,,Электрозаводская, ⋅  15 мин. пешком,29 500 000 ₽
258097441,Москва,ЗАО,р-н Филевский парк,Багратионовский проезд,5к1,95 м²,57 м²,15 м²,9 из 22,,2 кв. 2021,Новостройка,,,,,,,,,,,,,,,,,,,,,,,Фили, ⋅  3 мин. пешком,29 500 000 ₽
255883327,Москва,СВАО,р-н Марфино,ул. Академика Королева,21,"78,46 м²",,,4 из 21,,2 кв. 2023,Новостройка,"3,15 м",2 раздельных,,,,На улицу и двор,,,,,,,,,,,,,,,,,Телецентр, ⋅  12 мин. пешком,30 950 000 ₽
258594788,Москва,ЮАО,р-н Даниловский,Восточная ул.,4Ак4,"99,8 м²","50,3 м²","15,5 м²",2 из 12,,4 кв. 2021,Новостройка,3 м,,,,,,,Чистовая,,Монолитный,,,,,,"Подземная, гостевая",,,Сдача в 4 кв. 2021,ГК Инград,Бизнес,8 корпусов,Дубровка, ⋅  3 мин. на транспорте,31 439 528 ₽
256197570,Москва,ЮАО,р-н Даниловский,Восточная ул.,5,117 м²,80 м²,,4 из 29,,4 кв. 2021,Новостройка,"3,15 м",1 совмещенный,,"1 балкон, 1 лоджия",,На улицу,,,,,,,,,,,,,,,,,Автозаводская, ⋅  10 мин. пешком,39 000 000 ₽
260091915,Москва,ЦАО,р-н Якиманка,Мытная ул.,40к1,110 м²,,,6 из 29,,2021,Новостройка,,,,,,,,,,,,,,,,,,,,,,,Октябрьская, ⋅  12 мин. пешком,42 000 000 ₽
259629826,Москва,САО,р-н Сокол,ул. Врубеля,4к1,"102,48 м²","34,6 м²","36,7 м²",2 из 12,,4 кв. 2022,Новостройка,"3,06 м",,,,,,,-,,Монолитно-кирпичный,,,,,,Подземная,,,Сдача в 4 кв. 2022,ИНТЕКО,Премиум,1 корпус,Панфиловская, ⋅  12 мин. пешком,51 373 224 ₽
247916872,Москва,САО,р-н Тимирязевский,Дмитровское ш.,13,"130,1 м²","71,8 м²",15 м²,28 из 28,,1 кв. 2017,Новостройка Пентхаус,"2,8 м",,,2 балкона,,,,,,,,,,,,,,,,,,,Тимирязевская, ⋅  5 мин. пешком,52 329 472 ₽
245913397,Москва,ЦАО,р-н Пресненский,Средний Тишинский пер.,вл5-7,109 м²,78 м²,20 м²,11 из 18,,,Новостройка,3 м,3 раздельных,,,,На улицу и двор,,,,,,,,,,,,,,,,,Краснопресненская, ⋅  13 мин. пешком,79 990 000 ₽
259765249,Москва,ЦАО,р-н Мещанский,Звонарский пер.,3,169 м²,,,2 из 10,,1 кв. 2018,Новостройка,,3 совмещенных,,,,,,,,,,,,,,,,,,,,,Трубная, ⋅  5 мин. пешком,116 610 000 ₽
257069749,Москва,ЮВАО,р-н Текстильщики,Волжский Парк жилой комплекс,к2.2,"82,8 м²","34,3 м²",26 м²,17 из 23,,4 кв. 2022,Новостройка,"2,62 м",2 совмещенных,,,,На улицу и двор,,Чистовая,,Монолитный,,,,,,"Подземная, отдельная многоуровневая, гостевая",,,Сдача в 2022—2023,ПИК,Комфорт,5 корпусов,Текстильщики, ⋅  19 мин. пешком,15 475 320 ₽
251973891,Москва,САО,р-н Хорошевский,ул. Зорге,9,"63,65 м²","33,4 м²","13,3 м²",5 из 21,,1 кв. 2023,Новостройка Апартаменты,"3,15 м",,,,,Во двор,,Без отделки,,Монолитный,,,,,,"Подземная, гостевая",,,Сдача в 2022—2023,St Michael,Бизнес,3 корпуса,Зорге, ⋅  15 мин. пешком,20 725 700 ₽
258169747,Москва,ЗАО,р-н Можайский,ул. Петра Алексеева,12к6,"99,68 м²","54,4 м²","22,1 м²",3 из 30,,2 кв. 2022,Новостройка,"3,3 м",3 раздельных,,,,,,Чистовая,,Монолитный,,,,,,Подземная,,,Сдача в 2021—2022,ГК Инград,Бизнес,6 корпусов,Давыдково, откроется в 2021,25 715 023 ₽
255054410,Москва,НАО (Новомосковский),Десеновское поселение,Новые Ватутинки Десна микрорайон,к15/1,"64,1 м²",,,1 из 15,,3 кв. 2023,Новостройка,"2,5 м",,,,,,,Чистовая,,"Панельный, монолитный",,,,,,"Подземная, гостевая",,,Сдача в 2021—2023,Стройком 1,Комфорт,6 корпусов,Ольховая, ⋅  9 мин. на транспорте,7 980 450 ₽
258012271,Москва,НАО (Новомосковский),Десеновское поселение,Новые Ватутинки Десна микрорайон,к15/2,"63,6 м²",,,12 из 15,,3 кв. 2023,Новостройка,"2,5 м",,,,,,,Чистовая,,"Панельный, монолитный",,,,,,"Подземная, гостевая",,,Сдача в 2021—2023,Стройком 1,Комфорт,6 корпусов,Ольховая, ⋅  9 мин. на транспорте,8 627 340 ₽
255969200,Москва,НАО (Новомосковский),Филимонковское поселение,№ 25 квартал,,"69,8 м²","38,6 м²","17,4 м²",2 из 9,,1 кв. 2023,Новостройка,"2,8 м",2 раздельных,,1 балкон,,На улицу и двор,,Чистовая,,Панельный,,,,,,Гостевая,,,Сдача в 2022—2023,ПИК,Комфорт,5 корпусов,Филатов Луг, ⋅  13 мин. на транспорте,9 346 220 ₽
260160094,Москва,НАО (Новомосковский),Десеновское поселение,ул. Чароитовая,1к3,55 м²,,19 м²,1 из 13,,,Новостройка,,1 раздельный,,1 балкон,,,,,,,,,,,,,,,,,,,Ольховая,,9 250 000 ₽
249081381,Москва,НАО (Новомосковский),Сосенское поселение,Прокшино жилой комплекс,,67 м²,28 м²,16 м²,5 из 18,,,Новостройка,3 м,2 совмещенных,,1 лоджия,,На улицу,,,,,,,,,,,,,,,,,Прокшино, ⋅  5 мин. пешком,10 300 000 ₽
258015221,Москва,ЮЗАО,р-н Южное Бутово,Южные Сады жилой комплекс,,"67,1 м²","28,9 м²","16,4 м²",8 из 23,,4 кв. 2023,Новостройка,"2,99 м",,,,,Во двор,,Чистовая,,Монолитный,,,,,,"Подземная, гостевая",,,Сдача в 4 кв. 2023,А101,Комфорт,5 корпусов,,,10 968 300 ₽
260309205,Москва,НАО (Новомосковский),Кокошкино поселение,Новое Внуково жилой комплекс,к1,"78,3 м²",,"17,5 м²",10 из 14,,,Новостройка,,1 раздельный,,1 балкон,,,,,,,,,,,,,,,,,,,Рассказовка, ⋅  16 мин. на транспорте,10 500 000 ₽
258057939,Москва,НАО (Новомосковский),Филимонковское поселение,Середневский Лес жилой комплекс,к1/4,"75,8 м²","36,4 м²","20,6 м²",3 из 9,,3 кв. 2022,Новостройка,"2,8 м",2 совмещенных,,1 балкон,,На улицу и двор,,Чистовая,,Панельный,,,,,,Гостевая,,,Сдача в 2022—2023,ПИК,Комфорт,5 корпусов,Филатов Луг, ⋅  13 мин. на транспорте,11 165 340 ₽
256185052,Москва,НАО (Новомосковский),Сосенское поселение,Прокшино жилой комплекс,,"59,4 м²","32,5 м²","9,9 м²",12 из 16,,2 кв. 2023,Новостройка,"2,99 м",,,,,Во двор,,"Предчистовая, черновая, чистовая",,Монолитно-кирпичный,,,,,,"Подземная, гостевая",,,Сдача в 2022—2023,А101,Бизнес,18 корпусов,Прокшино, ⋅  10 мин. пешком,11 502 498 ₽
256887858,Москва,СВАО,р-н Ярославский,Лосиноостровская ул.,вл45к2,"74,7 м²","54,3 м²","12,5 м²",1 из 26,,3 кв. 2021,Новостройка,"3,3 м",,,,,,,,,,,,,,,,,,,,,,Свиблово, ⋅  6 мин. на транспорте,12 026 700 ₽
256887858,Москва,СВАО,р-н Ярославский,Лосиноостровская ул.,вл45к2,"74,7 м²","54,3 м²","12,5 м²",1 из 26,,3 кв. 2021,Новостройка,"3,3 м",,,,,,,,,,,,,,,,,,,,,,Свиблово, ⋅  6 мин. на транспорте,12 026 700 ₽
256184555,Москва,НАО (Новомосковский),Сосенское поселение,Прокшино жилой комплекс,,"54,6 м²",,,10 из 17,,2 кв. 2023,Новостройка,"2,8 м",,,,,,,"Предчистовая, черновая, чистовая",,Монолитно-кирпичный,,,,,,"Подземная, гостевая",,,Сдача в 2022—2023,А101,Бизнес,18 корпусов,Прокшино, ⋅  11 мин. пешком,12 235 271 ₽
256815809,Москва,НАО (Новомосковский),Внуковское поселение,Переделкино Ближнее микрорайон,ул. Анны Ахматовой,"73,97 м²","42,9 м²",12 м²,23 из 23,,4 кв. 2022,Новостройка,,,,,,,,,,,,,,,,,,,,,,,Рассказовка, ⋅  5 мин. пешком,12 404 325 ₽
258689892,Москва,САО,р-н Западное Дегунино,Ижорская ул.,6С6,"75,4 м²","46,8 м²","12,8 м²",4 из 33,,4 кв. 2022,Новостройка,"2,62 м",2 совмещенных,,,,,,Чистовая,,Монолитный,,,,,,"Отдельная многоуровневая, гостевая",,,Сдача в 2022—2023,ПИК,Комфорт,4 корпуса,Ховрино, ⋅  4 мин. на транспорте,12 998 960 ₽
260437499,Москва,ЮВАО,р-н Люблино,Люблинский парк жилой комплекс,,"71,7 м²","36,5 м²","20,8 м²",9 из 25,,3 кв. 2023,Новостройка,"2,68 м",2 совмещенных,,,,На улицу и двор,,Чистовая,,Панельный,,,,,,"Отдельная многоуровневая, гостевая",,,"Сдача в 2021—2025, есть сданные",ПИК,Комфорт,12 корпусов,Депо, ⋅  14 мин. пешком,13 278 840 ₽
254927751,Москва,НАО (Новомосковский),Коммунарка поселок,ул. Александры Монаховой,43к1,75 м²,43 м²,15 м²,6 из 15,,,Новостройка,3 м,2 совмещенных,,1 лоджия,,На улицу и двор,,,,,,,,,,,,,,,,,Коммунарка, ⋅  15 мин. пешком,13 300 000 ₽
256688111,Москва,ВАО,р-н Метрогородок,Тагильская ул.,4С41,59 м²,,,2 из 25,,3 кв. 2024,Новостройка,3 м,,,,,,,Чистовая,,Монолитный,,,,,,Гостевая,,,"Сдача в 2021—2024, есть сданные",AFI Development,Комфорт,8 корпусов,Бульвар Рокоссовского, ⋅  10 мин. пешком,14 537 600 ₽
258058006,Москва,ЮВАО,р-н Люблино,Люблинская ул.,76к2,76 м²,"52,6 м²","8,8 м²",23 из 25,,2 кв. 2022,Новостройка,"2,68 м",2 раздельных,,,,На улицу и двор,,Чистовая,,Панельный,,,,,,"Отдельная многоуровневая, гостевая",,,"Сдача в 2021—2025, есть сданные",ПИК,Комфорт,12 корпусов,Перерва, ⋅  4 мин. на транспорте,13 748 400 ₽
260301830,Москва,НАО (Новомосковский),Сосенское поселение,№ 174 квартал,,"85,8 м²","40,8 м²","22,1 м²",12 из 17,,3 кв. 2023,Новостройка,"2,65 м",2 совмещенных,,,,На улицу и двор,,Чистовая,,"Панельный, монолитный",,,,,,"Отдельная многоуровневая, гостевая",,,"Сдача в 2021—2024, есть сданные",ПИК,Комфорт,46 корпусов,Бунинская аллея, ⋅  8 мин. на транспорте,14 019 720 ₽
258973106,Москва,САО,р-н Западное Дегунино,Ижорская ул.,6С5,"75,6 м²","34,9 м²","26,8 м²",30 из 33,,2 кв. 2023,Новостройка,"2,62 м",2 совмещенных,,,,,,,,,,,,,,,,,,,,,Ховрино, ⋅  4 мин. на транспорте,14 114 520 ₽
253384484,Москва,НАО (Новомосковский),Внуковское поселение,Переделкино Ближнее микрорайон,ул. Анны Ахматовой,"81,03 м²","43,7 м²","22,3 м²",13 из 25,,4 кв. 2022,Новостройка,,,,,,,,,,,,,,,,,,,,,,,Рассказовка, ⋅  5 мин. пешком,14 394 898 ₽
258072402,Москва,ЮВАО,р-н Нижегородский,Перовское 2 жилой комплекс,,"78,4 м²","33,7 м²","24,5 м²",7 из 33,,4 кв. 2023,Новостройка,"2,63 м",2 совмещенных,,,,,,Чистовая,,Монолитный,,,,,,Гостевая,,,Сдача в 2022—2023,ПИК,Комфорт,4 корпуса,Нижегородская, ⋅  9 мин. пешком,14 370 720 ₽
247029751,Москва,НАО (Новомосковский),Московский поселение,ул. Родниковая,30к3,"77,2 м²","28,9 м²","30,8 м²",3 из 22,,4 кв. 2022,Новостройка,"2,95 м",2 совмещенных,,1 лоджия,,На улицу и двор,,Без отделки,,Монолитный,,,,,,"Подземная, гостевая",,,"Сдача в 2021—2022, есть сданные",Lexion Development,Бизнес,3 корпуса,Румянцево, ⋅  5 мин. на транспорте,14 441 032 ₽
257069853,Москва,ЮВАО,р-н Нижегородский,Перовское 2 жилой комплекс,к1.1,"78,4 м²","33,8 м²","24,5 м²",11 из 27,,4 кв. 2022,Новостройка,"2,63 м",2 совмещенных,,,,,,Чистовая,,Монолитный,,,,,,Гостевая,,,Сдача в 2022—2023,ПИК,Комфорт,4 корпуса,Нижегородская, ⋅  13 мин. пешком,14 582 400 ₽
255657707,Москва,ЮВАО,р-н Нижегородский,Перовское 2 жилой комплекс,к1.2,"78,4 м²","33,7 м²","24,5 м²",3 из 33,,4 кв. 2022,Новостройка,"2,63 м",2 совмещенных,,,,,,Чистовая,,Монолитный,,,,,,Гостевая,,,Сдача в 2022—2023,ПИК,Комфорт,4 корпуса,Нижегородская, ⋅  10 мин. пешком,14 715 680 ₽
254843737,Москва,САО,р-н Дмитровский,Лобненская ул.,13к3,"66,88 м²","34,6 м²","16,4 м²",10 из 16,,4 кв. 2023,Новостройка,"2,75 м",2 раздельных,,,,На улицу и двор,,Без отделки,,Монолитный,,,,,,"Подземная, гостевая",,,"Сдача в 2021—2023, есть сданные",ПИК,Комфорт,6 корпусов,Улица 800-летия Москвы, откроется в 2022,14 760 416 ₽
259839713,Москва,НАО (Новомосковский),Московский,ул. Москвитина,9к3,75 м²,37 м²,,2 из 25,,2 кв. 2019,Новостройка,"2,8 м",,,1 балкон,,,,Чистовая,,"Панельный, монолитный",,,,,,Гостевая,,,"Сдача в 1—2 кв. 2022, есть сданные",Абсолют Недвижимость,Комфорт,62 корпуса,Рассказовка, ⋅  6 мин. на транспорте,14 810 250 ₽
251838564,Москва,НАО (Новомосковский),Московский,Первый Московский микрорайон,10-я фаза территория,"97,1 м²","49,8 м²",,19 из 25,,2 кв. 2022,Новостройка,3 м,,,,,,,Чистовая,,"Панельный, монолитный",,,,,,Гостевая,,,"Сдача в 1—2 кв. 2022, есть сданные",Абсолют Недвижимость,Комфорт,62 корпуса,Филатов Луг, ⋅  5 мин. на транспорте,14 930 576 ₽
256191063,Москва,НАО (Новомосковский),Сосенское поселение,Испанские Кварталы 2 жилой комплекс,к5/4,"75,7 м²","36,6 м²","19,8 м²",7 из 15,,3 кв. 2022,Новостройка,"2,8 м",,,,,На улицу и двор,,"Предчистовая, черновая, чистовая",,"Монолитно-кирпичный, монолитный",,,,,,"Подземная, гостевая",,,"Сдача в 2021—2022, есть сданные",А101,Комфорт,68 корпусов,Прокшино, ⋅  8 мин. на транспорте,15 266 138 ₽
256187206,Москва,НАО (Новомосковский),Сосенское поселение,№ 173 квартал,,"77,9 м²",41 м²,"13,5 м²",9 из 15,,4 кв. 2021,Новостройка,"2,99 м",,,,,Во двор,,"Предчистовая, чистовая",,"Монолитно-кирпичный, монолитный",,,,,,"Подземная, гостевая",,,"Сдача в 2021—2023, есть сданные",А101,Комфорт,68 корпусов,Улица Горчакова, ⋅  7 мин. на транспорте,15 301 063 ₽
231866966,Москва,НАО (Новомосковский),Родниковая ул.,,,75 м²,,"9,4 м²",19 из 19,,2 кв. 2020,Новостройка,,2 раздельных,,1 лоджия,,На улицу и двор,,,,,,,,,,,,,,,,,Румянцево, ⋅  6 мин. на транспорте,15 250 000 ₽
256187152,Москва,НАО (Новомосковский),Сосенское поселение,№ 173 квартал,,"79,7 м²","42,8 м²","12,5 м²",10 из 15,,4 кв. 2021,Новостройка,"2,99 м",,,,,Во двор,,"Предчистовая, чистовая",,"Монолитно-кирпичный, монолитный",,,,,,"Подземная, гостевая",,,"Сдача в 2021—2023, есть сданные",А101,Комфорт,68 корпусов,Улица Горчакова, ⋅  7 мин. на транспорте,15 541 283 ₽
257608177,Москва,ЮВАО,р-н Рязанский,2-я Институтская ул.,6к6,"86,4 м²","43,6 м²","16,8 м²",2 из 17,,4 кв. 2022,Новостройка,"2,72 м",2 совмещенных,,,,На улицу и двор,,Без отделки,,Монолитный,,,,,,"Подземная, гостевая",,,"Сдача в 2022—2024, есть сданные",ПИК,Комфорт,6 корпусов,Окская, ⋅  7 мин. пешком,15 508 800 ₽
255657818,Москва,ЮВАО,р-н Нижегородский,Новохохловская ул.,15С1,"79,81 м²","41,7 м²",23 м²,21 из 24,,2 кв. 2023,Новостройка,"2,72 м",2 совмещенных,,,,,,Чистовая,,Монолитный,,,,,,"Подземная, гостевая",,,Сдача в 2—3 кв. 2023,ПИК,Комфорт,4 корпуса,Новохохловская, ⋅  10 мин. пешком,15 698 627 ₽
254843457,Москва,САО,р-н Дмитровский,Дмитровский Парк жилой комплекс,,"76,03 м²",44 м²,"13,8 м²",21 из 33,,4 кв. 2022,Новостройка,"2,75 м",2 совмещенных,,,,На улицу и двор,,Без отделки,,Монолитный,,,,,,"Подземная, гостевая",,,"Сдача в 2021—2023, есть сданные",ПИК,Комфорт,6 корпусов,Марк, ⋅  6 мин. на транспорте,15 639 371 ₽
